name ,sarcasm,body,humor,insult
TrainSen,1,1st Road Test passed.. on to the next one Tuesday @Fairfield! Another great team win 14 assists. Beast game by Nae! #sarcasm,0,0
TrainSen,1,1. This weekend has turned my life upside down 2. I just realized finals are in like 2 weeks & I still don't know what's going on 3. I suck #sarcasm,1,0
TrainSen,1,"1 time at the beach a guy was swimming in the ocean yelling 'Help! Shark! Help! '. I just laughed, I knew that shark was not going to help him #sarcasm",1,0
TrainSen,1,"1. Woman from Mark Zuckerberg has coused a lot of pain, becouse she has given to me a lot of poison into Food and is destroing my hair too #sarcasm",0,0
TrainSen,1,2004: fear that people of the internet find me in real life. 2013: fear that real life people find me on the internet. #sarcasm,1,0
TrainSen,1,@2009franks didn't you say you were going to sleep like a half hour ago. #sarcasm,0,0
TrainSen,1,2013 is almost over and -I lost no weight-didn't learn anything-haven't made an effort to save money-still ugly #sarcasm,1,0
TrainSen,1,2014 is in 1 month and i still write 2012 on my school papers. #sarcasm,1,0
TrainSen,1,2014 is so close i can almost taste the lips i will not be kissing on new years eve #sarcasm,1,0
TrainSen,1,208 books are on my to-read list right now. I should NOT add anything else until I get that list under 200. #yeahright #highlyunlikely #sarcasm,1,0
TrainSen,1,20 minutes of laundry at 1 am. Awesome #sarcasm,1,0
TrainSen,1,2 1/2 gym session went fantastic... I love that feeling when you feel like you're gonna faint and throw up from how hard you push yourself #sarcasm,1,0
TrainSen,1,2 + 2 = Fish. 3 + 3 = Eight. 7 + 7 = Triangle. RT if you get it! #sarcasm,0,0
TrainSen,1,$250 dollars for a Drake ticket? Just hold on we're staying home #sarcasm,1,0
TrainSen,1,"25km cycle back from dropping car for a service, need to do lots of #foamrolling then #workout woohoo! Actually love it no #sarcasm",0,0
TrainSen,1,26 and my mama sits on the phone with me while I whimper about being covered in hives. #truelove #sensitiveskinproblems #sarcasm,0,0
TrainSen,1,2 computers singing MJ while playing 6 tables. Caught in the act lol. I'm such a good singer you guys... #NOT #sarcasm,0,0
TrainSen,1,2 days is just not enough for a weekend. #EnoughSaid #HappyMonday #Not 😒 #sarcasm,0,0
TrainSen,1,2 fantastic awards evenings at G &W for the class of 2015. Good luck and best wishes to them all #sarcasm,0,0
TrainSen,1,2 headphones in : dont talk to me 1 headphone in : dont talk to me no headphones in : dont talk to me #sarcasm,1,0
TrainSen,1,2 hours later... An hour is added! Excellent #NOT #sarcasm,1,0
TrainSen,1,2 hours of sleep #yay #sarcasm,0,0
TrainSen,1,2 minutes feels like 500 thousand years to wait for the damn bell to ring so I can get the fuck out of school #sarcasm,1,1
TrainSen,1,2 minutes of extra sleep in the morning seriously does matter. #sarcasm,1,0
TrainSen,1,"2 months till exams, woohoo #sarcasm",0,0
TrainSen,1,2 people already had dreams about death related to my little sister. #not #fun #stop #it #sarcasm,1,0
TrainSen,1,2 reasons why im fat 1) i eat when I'm bored 2) im always bored #sarcasm,1,0
TrainSen,1,2 second picture break up on Reporting Scotland when the Yes guy is speaking... BBC's fault no doubt they are ruining democracy... #Not #sarcasm,0,0
TrainSen,1,2 stubborn people = arguments 24/7 😶 #sarcasm,0,0
TrainSen,1,"2 tests, microbiology lab final, 1 research paper, plus hours of homework all due in the same week yay #sarcasm",1,0
TrainSen,1,2 years later and bangerz is still relatable to my life 🔥✨ #sarcasm,0,0
TrainSen,1,2 years to wait for something like this again... but it's worth it #sarcasm,0,0
TrainSen,1,30am fire drill was just wonderful. 😒 #not #sarcasm,1,0
TrainSen,1,30AM then realizing its tonight and leaves in 30 minutes #iminbed #sarcasm,0,0
TrainSen,1,30 Freezer Meal Ideas for Busy Moms | Great idea for making dinner time easier! #sarcasm,0,0
TrainSen,1,30 people were arrested at an Aerosmith concert in 1978 for smoking and drug possession - The band bailed all of them out after the show. #sarcasm,0,0
TrainSen,1,3 -11 shift is my love #sarcasm,1,0
TrainSen,1,3 12-hours shift I need that he'll I would fucking love that! Let me get it please #sarcasm,1,0
TrainSen,1,"31 - Gladwin with nice some nice play across the top of the box, #STFC threatening at the moment. #sarcasm",0,0
TrainSen,1,@3amerBssam well that's going to get you what you want. #Not #sarcasm,0,0
TrainSen,1,3 bad days in a row... body you're doing great #not #sarcasm,1,0
TrainSen,1,3 benchmarks tomorrow 😊 #soexcited #NOT #sarcasm,0,0
TrainSen,1,"@3cuckoos thats like me being a hero, for saving a baby, from a fire that i intentionally set #sarcasm",1,0
TrainSen,1,"3 essays, 2 due next week 😔 each about 1000 words. #pieceofcake #yeahright #sarcasm",1,0
TrainSen,1,3 essays due and 2 tests tomorrow... Gotta love being in college #not #sarcasm,1,0
TrainSen,1,3 horrible facts : Today is not Friday Tomorrow is not Friday The day after is not Friday #sarcasm,1,0
TrainSen,1,3 horrible things in life :1) Seeing your mom cry. 2) Seeing the love of your life fall in love with somebody else. 3) Slow Internet. #sarcasm,1,0
TrainSen,1,3 hour drawing class is exactly where I want to be right now... #not #sarcasm,1,0
TrainSen,1,3 hour game design class... Yay #sarcasm,1,0
TrainSen,1,3 hour lab... ye thats what I want to do right now... #not #sarcasm,1,0
TrainSen,1,3 hours is reasonable #not #sarcasm,0,0
TrainSen,1,3 hours of doing nothing before work sounds great #sarcasm,1,0
TrainSen,1,3 hours till my birthday and I'm stuck babysitting and my family is no where to be found #sarcasm,0,0
TrainSen,1,"3 lab reports, 4 quizzes, 2 worksheets, and 2 exams! All in the past 48 hours... Tell me again not to get faded tonight 😴 #sarcasm",1,0
TrainSen,1,@3Leal3 thinks I'm copying her tweets.. #YeahRight #sarcasm,0,0
TrainSen,1,3 papers due this week LML 😊 😊 😊 #not #sarcasm,0,0
TrainSen,1,3 Rules For Life :1. Fuck 2. Don't give a fuck 3. Don't get Fucked over #sarcasm,1,0
TrainSen,1,3 tests and 2 quizzes tomorrow in exchange for a week break from school yay #sarcasm,1,0
TrainSen,1,3 years ago today was actually thanksgiving. How fucked up is that? Thanks Obama! #sarcasm,0,0
TrainSen,1,420 -247: premokid : off my old camera so look kinda pants so i... - #Hot #Cool or #Not? #Cannabis #MarijuanaPics #sarcasm,0,0
TrainSen,1,48 degrees right now @LoriRMixson i been sick since other night -- Think Time to Move south again sis! #Not Happy ((( #sarcasm,0,0
TrainSen,1,"49% of this class failed the exam. "" that's how great of a math professor I have. #sarcasm",1,0
TrainSen,1,4 hours of sleep is enough for an entire busy day tomorrow yeahhh i'll survive #not #sarcasm,1,0
TrainSen,1,4hrs of sleep how great is that?! Haha 😒 *note the sarcasm #sarcasm,1,0
TrainSen,1,4hrs of sleeping #cool #not #sarcasm,0,0
TrainSen,1,4 hrs sleep and I'm up & raring to go #NOT 😴😱 😴 #sarcasm,1,0
TrainSen,1,4 more days before payday. #cantwait #sarcasm,0,0
TrainSen,1,4 o 'clock and I'm laying in bed blasting music so yeah... Incase anybody wanted to know how boring my life is #sarcasm,1,0
TrainSen,1,"4 sme rain means badness, IV me rain has always symbolized great things ahead so i wanna thank u god early evn if this time ive misspoken #sarcasm",0,0
TrainSen,1,4 subjects to go and I will leave this school 😍 yay! 😁 #sarcasm,1,0
TrainSen,1,"#500 #Club LEVI STADIUM #49ERS "" EVERYBODY "" Wanna go in there but they #Not #sarcasm",0,0
TrainSen,1,@50cent I haven't received it up front yet though. I just didn't get the advance yet just like @jasonchumusic cut me out as producer on... #sarcasm,0,0
TrainSen,1,@50cent i put in nada they put in dolla$ heres ma litter &fill it up 100 i put in zero they put in 100s ha i jus fill her upp @YoungMAMusic #sarcasm,1,0
TrainSen,1,50 shades of done with your bullshit #sarcasm,1,1
TrainSen,1,"5 1/2 hours of sleep, sure I'm ready for a 6am practice #exhausted. #sarcasm",1,0
TrainSen,1,5-1 is the final result. This side is something special! Their free flowing football is an absolute work of art! #sarcasm,1,1
TrainSen,1,520 million dogs in the world and you think I need you lol #sarcasm,1,1
TrainSen,1,52% of people are women... that means my penis is larger than over half of earth's population. Things just keep getting better. #sarcasm,1,1
TrainSen,1,54 degrees outside and we have the doors in our office. #GoodTimes #Not #Torture #sarcasm,0,0
TrainSen,1,"57 days "" party in the USA 🇸 #NOT #sarcasm",0,0
TrainSen,1,"5 and half hour of sleep left oh no my end is near : "" -( need to get more sleep man #sarcasm",1,0
TrainSen,1,5C and rain doesn't make good weather for work or cycling. What can you do when it's like that?!?! #sarcasm,0,0
TrainSen,1,5 classes and 17 units yay for spring #sarcasm,0,0
TrainSen,1,5 Doctors Line Up Behind A Blue Sheet. What's Hidden Behind? I Can't Stop SMILING! #sarcasm,1,0
TrainSen,1,5 hour exam tomorrow and i can barely breathe out my nostrils and i cough constantly for about 5 minutes 😊 😊 can't wait #sarcasm,0,0
TrainSen,1,5 hours of sleep. #gonnabeagoodday #shootme #sarcasm,1,0
TrainSen,1,5 Indian Women die per hour in childbirth according to WHO and we really needed our prime minister on world tour for its solution. #sarcasm,0,1
TrainSen,1,5 kinds of fear : - panic - terror - 15 missed calls from mom - wrong password - we need to talk #sarcasm,1,0
TrainSen,1,5 min before you leave for a meeting. And you grab the hairspray bottle instead of dry shampoo. #fail #greasy #goodfirstimpression #not #sarcasm,1,0
TrainSen,1,5 minutes until I get off work... perfect time to try out the fire alarm system. #sarcasm,1,0
TrainSen,1,5% of girls can pull off highwasted shorts the other 95% look like they're wearing a damn diaper #sarcasm,1,1
TrainSen,1,5 period is my fav 😂 😂 #not #sarcasm,0,0
TrainSen,1,5pm & closing down my laptop is the perfect time for 13 updates to take place. No inconvenience at all #sarcastictweet #sarcasm,1,1
TrainSen,1,5 showers later and I'm still covered in hives. Maybe I'm allergic to myself. #sarcasm,1,0
TrainSen,1,@5sos1dcurlzz me too :( I'm trying to not really think about it lol. I hope so too! Go have fun for us that couldn't make it haha! #sarcasm,0,0
TrainSen,1,5sos should make a live album for sgfg and name is sounds live feels live like the tour bc I need a live album omFG #MTVStars 5sos #sarcasm,0,0
TrainSen,1,"@5SOS @sunriseon7 OMG i was the 3 thousandth retweet, i deserve a follow :P #Not #sarcasm",0,0
TrainSen,1,@5uzumi even tho I can't even draw on my 3DS (it's so hard wthh ) I liked getting cute notes from my friends 😩 & sending them dumb stuff heh #sarcasm,0,0
TrainSen,1,"5 words that win my heart : "" wanna go out for breakfast? "" #sarcasm",1,0
TrainSen,1,"5. Yelled "" HEY I LOVE MYSELF AND I DONT NEED ANYBODY ELSE "" once every 30 seconds 6. Done the worst Forrest Gump impression I've ever heard #sarcasm",0,0
TrainSen,1,@610SportsKC Thanks for the sarcasm. Lol. It was totally a better time back then. #not #sarcasm,0,0
TrainSen,1,6. 15am. Just got busted a new one by @itssizzle but still smiling lol #iloverunning #not #sarcasm,0,0
TrainSen,1,69% of people are able to find something dirty in every sentence. #sarcasm,1,0
TrainSen,1,6am came round way too fast. I sleeping is such a chore. 😒 #sarcasm,1,0
TrainSen,1,6 days! @shanedawson less than a week! Literally dancing with excitement #notcool #sarcasm,0,0
TrainSen,1,6 hour wait in the city. Loving it. #not #unilyf #sarcasm,1,0
TrainSen,1,"70 Abandoned Old Buildings.. left alone to die, Halloween in Ohio I love the upper floor with shutte #sarcasm",0,0
TrainSen,1,74% of teenagers drink alcohol and do drugs. Retweet if you like ice cream. #sarcasm,1,0
TrainSen,1,@7500_Robert Yay. Eddie Davies isn't pouring any money into the club and we can't even get any loan players in right now. #sarcasm,0,0
TrainSen,1,7 billion people in the world and i have like 3 friends #sarcasm,1,0
TrainSen,1,7o 'clock & it still takes 15 minutes to go 1 mile to exit I95?!?!? Get the politics out of the way & fix these traffic issues! #genius #not #sarcasm,0,0
TrainSen,1,7th graders nowadays are worried about dating & drugs. When I was in 7th grade my main concern was how I was getting out of running the mile #sarcasm,1,1
TrainSen,1,829 you're so adorable 😂 you're so quiet in asb but just wait till i get back to school ans we are gonna be talking up a storm 😉 😂 #sarcasm,0,0
TrainSen,1,83 slides to study and memorize by wednesday yaaass i love college #not #sarcasm,1,0
TrainSen,1,85 question math review to do over break! Yay #sarcasm,1,0
TrainSen,1,888 Casino Surprise Players With Raining Jackpots #sarcasm,1,0
TrainSen,1,8 am classes on Fridays next semester RIP me #sarcasm,0,0
TrainSen,1,8 am math classes are wonderful. #sarcasm,1,0
TrainSen,1,"8 and a half hour day at work on 3 hours sleep, 100% cannot do this #sarcasm",0,0
TrainSen,1,"8 and a half hour shift tomorrow 😔 I hate working but I love money, and with no money, I can't buy the things I want 😭 #sarcasm",1,0
TrainSen,1,8 more days of school then I get 2 months off yay! Then I'll have more time to stalk (watch heaps of vids ) #sarcasm,1,0
TrainSen,1,90/100 on my seminar. Pretty great for being such a busy week ✊ #sarcasm,0,0
TrainSen,1,@90Domer he better keep his mouth shut today. #annoying #sarcasm,0,1
TrainSen,1,90% of conversations with me : me : who is that me : what are you talking about me : I don't know what that is me : wait what #sarcasm,1,0
TrainSen,1,"90% of the people in the "" people you may know "" feature on Facebook are people that I know, but intentionally choose not to be friends with. #sarcasm",1,1
TrainSen,1,90 problems in math due tomorrow and haven't even started #lifeisgood #not #tomuch #MATHSUCKS #MATHDOESNTWORKGOODWITHMYBRAIN #HELPME #sarcasm,1,0
TrainSen,1,9:30 AM on a Thursday and I'm done with class! Perks of not having classes on Fridays! #sarcasm,0,0
TrainSen,1,930 on my birthday waiting for a met to go to theory test #TheJoys #sarcasm,1,0
TrainSen,1,"95% of the time when Im smiling at my phone it's bc of something I said, not something someone sent me. Im hilarious #sarcasm",1,0
TrainSen,1,96% of scottish MP's voted against the bedroom tax yet it was still put forward. Shows how fair the system is #not #VoteYes #sarcasm,0,1
TrainSen,1,@971theriver I'd give my right arm to see AC/DC here in Atlanta #sarcasm,1,0
TrainSen,1,"98% of the cars Rick Ross mentions he has, he can't even fit in. #sarcasm",1,1
TrainSen,1,99. 9% of my sentences start with oh my god yeah no basically wait so yeah like you know oh um what well but #sarcasm,1,0
TrainSen,1,99% guys get Turned On when they see two girls doing this.. Check my Last tweet and see for yourself. #sarcasm,1,1
TrainSen,1,9am - 9pm work day done. round 2 tomorrow #yayyyy #not #sarcasm,0,0
TrainSen,1,#9 Dorman and #8 West Ashley will be close as well... but a 9 beating an 8 is not really an upset... first-ever home p/o game for West Ash #sarcasm,0,0
TrainSen,1,9 match Accy let down by Celtic 1/10 and Rangers 1/4 why why why #pissedofftweet #sarcasm,0,0
TrainSen,1,"9 months before I was born, I went to a party with my dad, and left with my mom. #sarcasm",1,0
TrainSen,1,9 out of 10 doctors will agree that 1 out of 10 doctors is an idiot. #sarcasm,1,1
TrainSen,1,9 out of 10 men prefer a girl with a big butt. The 10th man prefers the other 9 men. #sarcasm,1,1
TrainSen,1,9 pm : I think I might go to bed early tonight 3 am : dammit! 7 am : ughhh school.. nooo one more minute in bed #sarcasm,1,0
TrainSen,1,9 year olds now worry about iphones and makeup when i was 9 i was worried about if miley was gonna pick jake or jessie on hannah montana #sarcasm,1,0
TrainSen,1,A14b : Going to Austin in August is essential. That chapter has simply exploded and I know it will be a great #iseslive #iseschats #sarcasm,0,0
TrainSen,1,aaaaand breathe and attempt sleep and stop stressing over work you physically cannot do and get off of twitter cody #sarcasm,1,1
TrainSen,1,Aaaaand so much for going to bed before 1:00 in the morning. I really need to get out of the habit of staying up so late. #yeahright #sarcasm,0,0
TrainSen,1,Aaaah Soo hot wow eish this weather thou #not interested face #sarcasm,1,0
TrainSen,1,@a_al24 it was getting too dry anyway! #NOT #sarcasm,0,0
TrainSen,1,@aamir_khan 1st U insult Hindustan of Intolerance & now U insult again by using Sakshi name for selfish gain #sarcasm,0,1
TrainSen,1,@Aaron_Hawk a walk of shame from the 24 hour computer lab 😁 yay me. #sarcasm,1,0
TrainSen,1,"aaron rodgers is okay, nothing to sneeze at... you all love calling these good qb's great & elite when they haven't done anything yet #sarcasm",0,1
TrainSen,1,A baby-sitter is a teenager acting like an adult while the adults are out acting like teenagers. #sarcasm,1,0
TrainSen,1,A baby's laughter is one of the most beautiful sounds you will ever hear. Unless it's 3am. And you're home alone. And you don't have a baby #sarcasm,1,0
TrainSen,1,@abbiedelaney7 I love my friends #youmakemesohappy #not #sarcasm,1,1
TrainSen,1,@Abby_whitman14 I passed out last time I gave blood. It's wasn't fun 😂 #sarcasm,1,0
TrainSen,1,@ABC i just heard about that thing & met a couple that drove out of there today. #sarcasm,0,0
TrainSen,1,@ABC i will till you a way for safe in nuclear test. #sarcasm,0,0
TrainSen,1,@ABC Police: Man shot after several people kick in apartment door via @kfor #sarcasm,0,0
TrainSen,1,@ABCPolitics @jjauthor said by the liar who covered for Hillary and Obama and spewed their lying Benhazi talking points on tv never forget #sarcasm,0,1
TrainSen,1,@ABCPolitics the definition of insanity is doing the same thing over and over again and expecting different results. Dems never learn #sarcasm,1,1
TrainSen,1,@ABCPolitics vote for me as your first female president but dont you dare address my gender. #sarcasm,1,1
TrainSen,1,@ABC the Obamas tell the world something: the black people can also be corrupt. #sarcasm,0,1
TrainSen,1,@ABC what about its failure space research station soon it will tell #sarcasm,0,1
TrainSen,1,@abdinoorx2 @fuck_stuart he ain't a lil kid that man was working for summer jam ain't no kid get that job #sarcasm,0,1
TrainSen,1,A beautiful face makes people love you. But a beautiful attitude is the one that will make them stay beside you. #YeahRight #GoodEvening #sarcasm,1,1
TrainSen,1,A bed designed like a toaster : it just launches your unwilling body out when the alarm goes. #sarcasm,1,0
TrainSen,1,Abercrombie & Fitch is so dark and loud I don't know if they're selling clothing or the girls from Taken. #sarcasm,1,1
TrainSen,1,@Abigailspanties wanna kiss then lick your asshole wet good then fill my dick inside with a hard spank mmmmmmmmmm #sarcasm,0,1
TrainSen,1,a big shoutout to all those people who write answers in textbooks #sarcasm,1,1
TrainSen,1,a big thanks to everyone who decided to piss me off today.. burn alive #sarcasm,1,1
TrainSen,1,"A body at rest tends to stay at rest "" should be an acceptable excuse for missing work. #sarcasm",1,0
TrainSen,1,About 69% of smokers want to quit completely. Here's five ways they can #sarcasm,0,0
TrainSen,1,About 8 days & im going to be whipping 🚗 #CantWait 😛 #sarcasm,0,0
TrainSen,1,About to be a fun 3 days... #not #sarcasm,0,0
TrainSen,1,about to board a flight to Vegas and taking this plane... #myluck #not #Patriotsfan #sarcasm,0,0
TrainSen,1,About to do a seminar. Serious power point styles #Not #CheesyKeynote #sarcasm,1,0
TrainSen,1,About to go babysit my favorite girls! Can't wait to spend some much needed time with them! #family #littlesisters @MaryNellAnthony #sarcasm,0,0
TrainSen,1,About to go to work on a test shoot for someone very special... #cantsaywho 😉 #excited #sohappy ❤ #sarcasm,1,0
TrainSen,1,About to make up an entire essay good think I'm creative 😅 #not #sarcasm,1,0
TrainSen,1,About to rip my contacts out and throw them on the floor. #not -today #sarcasm,1,0
TrainSen,1,"About to say, out loud, a word I've only seen in print. Wish me luck. #sarcasm",1,0
TrainSen,1,About to start a petition to cancel school tomorrow for #sarcasm,1,0
TrainSen,1,About to start this hair process 😪 rain fucked my day all up #sarcasm,1,0
TrainSen,1,Abso love missing the bus #sarcasm,1,0
TrainSen,1,Absolute joke the lack of response I'm getting from uni staff #studentservices #heretohelp #yeahright #sarcasm,1,1
TrainSen,1,"Absolutely awesome @Danielle_Bevan1 can't wait for the album for Christmas "" cough cough "" 😀😀 #sarcasm",0,0
TrainSen,1,absolutely delighted to still be awake at this hour. #fml #sarcasm,1,0
TrainSen,1,Absolutely fantastic result #NOT #sarcasm,1,0
TrainSen,1,Absolutely in love with ppl that ignore me #not #sarcasm,1,0
TrainSen,1,Absolutely love being left to hang #sarcasm,1,0
TrainSen,1,absolutely love being second choice to everybody! 😊 😊 😊 #sarcasm,1,0
TrainSen,1,Absolutely love being wide awake like #sarcasm,1,0
TrainSen,1,absolutely LOVE coming back to work - to a day of nothing but mtgs #sarcasm,1,0
TrainSen,1,Absolutely LOVE waking up to the sound of the garbage truck out my window... #Not #ResProbs #sarcasm,1,0
TrainSen,1,Absolutely loving how I'm on a bad school ID picture streak #sarcastictweet 😒 #sarcasm,1,0
TrainSen,1,Absolutely no one can text faster than a pissed off woman. #sarcasm,1,0
TrainSen,1,Absolutely PERFECT time to have a fire alarm #sarcasm,1,0
TrainSen,1,Absolutely perfect weather for a fire alarm to go off in the residence hall #sarcasm,1,0
TrainSen,1,abt to study for this test & theeeen ima attempt to sleep the rest of the day 😊 #sarcasm,0,0
TrainSen,1,@ABUDiapers SPACE problems : thought I was barely wet at all because the fit was so good and capacity so high. XD #sarcasm,1,0
TrainSen,1,"a bug flew in my nose and my mom is ttippin over mt everest. gee, i dont remember why i was dreading this day at all. #sarcasm",1,0
TrainSen,1,"a bunch of gay guys are in a hot tub and a condom floats up.. one of them says "" alright! Who farted?! "" #sarcasm",1,0
TrainSen,1,@Abyd56 pretty wet one. You are brave cycling in all the wind and rain we've been having recently. Hope all well with you. #sarcasm,0,0
TrainSen,1,A cancer will love you so much you wanna be left alone. Lmfao #sarcasm,1,0
TrainSen,1,"A car with a car rack looked like a police car, so I slowed down, only to realize I had been tricked into obeying the law FOR NO REASON. #sarcasm",1,0
TrainSen,1,Accept your past without regrets. Handle your present with confidence. Face your future without fear. #sarcasm,0,0
TrainSen,1,accidentally forgetting your headphones at home is like accidentally leaving your first born child at the gates of hell #sarcasm,1,0
TrainSen,1,"Accidentally missed the freeway exit for home, now I'm heading north to start a new life. #sarcasm",1,0
TrainSen,1,Accidentally punched myself in the face while tryin to pull my blanket up & if that doesnt accurately describe my life i dont know what does #sarcasm,1,0
TrainSen,1,accidentally sending ;) instead of :) and feeling like you've just offered them your body #sarcasm,1,0
TrainSen,1,Accidentally stepping on your pet is the worst thing ever. THEY TRUSTED YOU & YOU STEPPED ON THEM & THEY CAN'T EVEN UNDERSTAND YOUR APOLOGY. #sarcasm,1,0
TrainSen,1,"According to Astronomy, when you wish upon a star, you're actually a few million years too late. That star is dead. Just like your dreams. #sarcasm",1,0
TrainSen,1,"According to the 19 citations I got for trespassing and peeping, "" neighborhood watch "" isn't what I thought it was. #sarcasm",1,0
TrainSen,1,"according to the life plans I have set out, we have another 7 years to wait. #sarcasm",1,0
TrainSen,1,"According to WebMD I have something called "" Your Computer Is Not Connected To The Internet "" #sarcasm",1,0
TrainSen,1,Accounting problems about tacos makes homework so much more fun! #Not #sarcasm,1,0
TrainSen,1,AC has to be the biggest party campuses in America #Not #LameAsFuck #NiggasJustStudy #sarcasm,1,1
TrainSen,1,"@acid_for_blood i had a lot of fun with it when i homebrewed it but then i bricked the thing, lost all my saves, and it was never the same #sarcasm",0,0
TrainSen,1,@acidicccats they're great though I love Crash Course. I used it to review for my AP Bio exam 😂 #sarcasm,1,0
TrainSen,1,"A cliffhanger is just like a regular hanger, except you have to... wait for it #sarcasm",1,0
TrainSen,1,acne is so rude like hi bitch i didn't ask you to invade my skin thanks though for being a piece of shit #sarcasm,1,0
TrainSen,1,@acnewman good luck with your new drummer then! I am sure he'll be loved. #not #sarcasm,0,0
TrainSen,1,a coke bottle just exploded and it just gushed water everywhere. on my laptop. and on my fucking sketchbook. life is great. life is great. #sarcasm,1,0
TrainSen,1,A convenient thing about friending people from your high school on Facebook is that you'll never need to buy a book of inspirational quotes #sarcasm,1,1
TrainSen,1,"A cop stopped me & asked "" do you know why i followed you "" so i said "" because my tweets are funny "" & we laughed & high-fived & I'm in jail #sarcasm",1,0
TrainSen,1,A coworker just told me i look tired and i said thanks and he was like that wasnt a compliment.. well that made my day so much better #not #sarcasm,1,1
TrainSen,1,A creepy guy called me beautiful and asked for my number.. I said I wasn't looking for a boyfriend right now... #haha #thatsfunny #yeahright #sarcasm,0,0
TrainSen,1,@ACroasdell you seem like a person who likes good music. You should give this a listen. #sarcasm,0,0
TrainSen,1,Activision fucked up big time. The new COD Black Ops 3 is disappointing to say the least. Thanks for nothing. #sarcasm,1,1
